광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
제주항공 : 발리편,2024-07-24,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860977H01_1_24-TH-07-911
제주항공 : 일본편,2024-07-24,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861986H01_1_24-TH-08-526
제주항공 : 일본편,2024-07-24,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861986H01_1_24-TH-08-526
케이씨씨건설 : KCC건설 기업PR 식구편4,2024-07-24,60.0,그룹및기업광고,기타광고,기타기업PR,(주)케이씨씨건설,(주)이노션,주식회사 이노션,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860732H01_1_24-TH-07-722
케이씨씨건설 : KCC건설 기업PR 식구편3,2024-07-24,60.0,그룹및기업광고,기타광고,기타기업PR,(주)케이씨씨건설,(주)이노션,주식회사 이노션,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860731H01_1_24-TH-07-723
월트디즈니컴퍼니코리아 폭군 : 단독 공개편,2024-07-24,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860762H01_1_24-TH-07-750
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
농협은행 NH올원뱅크 : 없나요 수정편,2024-07-24,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860740H01_1_24-TH-07-727
서울시의사회 서울특별시의사회 : 지켜주십시오편,2024-07-24,15.0,관공서및단체,단체,민간단체,서울시의사회,(주)스파이럴미디어,(주)포스트매드맨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860823H01_1_24-TH-07-789
삼성전자 갤럭시Z폴더블6 : 도전해볼께요편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860826H01_1_24-TH-07-794
삼성전자 갤럭시Z폴더블6 : 도전해볼께요편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860826H01_1_24-TH-07-794
두울황토방청호가구요한이네 황토방 흙돌침대 : 만나보세요편,2024-07-24,20.0,가정용품,가구류,가구류제품종합,두울황토방청호가구요한이네,(주)우일기획,(주)우일기획,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860820H01_1_24-TH-07-790
월트디즈니컴퍼니코리아 디즈니플러스 : 예능 보고 디플 때편,2024-07-24,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861301H01_1_24-TH-08-048
오비맥주 카스 : 소리 펜싱편,2024-07-24,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860728H01_1_24-TX-07-057
오비맥주 카스 : 스토리 펜싱편,2024-07-24,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,주식회사 온보드그룹,로켓샐러드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860726H01_1_24-TX-07-058
월트디즈니컴퍼니코리아 에이리언 로물루스 : 대개봉편,2024-07-24,30.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860760H01_1_24-TH-07-752
제주항공 : 제이가 있다 일본발리편,2024-07-24,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860751H01_1_24-TH-07-740
케이씨씨건설 KCC건설 : 돼지수육 구이편,2024-07-24,60.0,그룹및기업광고,기타광고,기타기업PR,(주)케이씨씨건설,(주)이노션,주식회사 이노션,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860733H01_1_24-TH-07-721
어댑트 콜레올로지 신봉선다이어트성공세트 : 검색하세요 8월편,2024-07-24,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860784H01_1_24-TH-07-755
봄소와광주점 봄소와 : 잘 샀다 입주혼수특별전편,2024-07-24,15.0,가정용품,가구류,가구류제품종합,봄소와광주점,(주)우일기획,(주)우일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860819H01_1_24-TH-07-791
제주항공 : 제이가 있다 발리일본편,2024-07-24,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860754H01_1_24-TH-07-741
아쿠아플라넷 광교 : 키즈존편,2024-07-24,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862596H01_1_24-TH-09-043
악사손해보험 AXA손해보험 : 나를 지켜주는 암보험편,2024-07-24,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",악사손해보험,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860779H01_1_24-HC-07-084
미래엔 : 클래스가 다르다편,2024-07-24,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
코웨이 리클라이닝 안마베드 : 시작편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860813H01_1_24-TH-07-784
코웨이 리클라이닝 안마베드 : 안마의 마무리편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860803H01_1_24-TH-07-783
삼성전자 갤럭시 Z 폴드6 : 노트 어시스트편,2024-07-24,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860737H01_1_24-TH-07-717
오비맥주 카스 : 올림픽 승리의 소리편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860829H01_1_24-TX-07-067
어댑트 오브제 덱 커버로션 : 최고 버전편,2024-07-24,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),직접거래,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860759H01_1_24-TH-07-754
미래엔 : 클래스가 다르다편,2024-07-24,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-24,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
케이비자산운용  KB자산운용 RISE ETF : 떠오르는 투자편,2024-07-24,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",케이비자산운용(주),주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860791H01_1_24-TH-07-786
오비맥주 카스 : 올림픽편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861295H01_1_24-TX-08-004
오비맥주 카스 : 올림픽편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861295H01_1_24-TX-08-004
오비맥주 카스 : 올림픽편,2024-07-24,15.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,,
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
하겐다즈 : 편의점 혜택편,2024-07-24,15.0,식품,아이스크림,아이스크림제품종합,한국하겐-다즈(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860778H01_1_24-TX-07-061
서울특별시의사회  : 돌아가고 싶습니다편,2024-07-24,15.0,관공서및단체,단체,민간단체,서울시의사회,(주)스파이럴미디어,(주)포스트매드맨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860821H01_1_24-TH-07-787
한국토요타자동차 렉서스 LM : 런칭편,2024-07-24,30.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049
한국토요타자동차 렉서스 LM : 런칭편,2024-07-24,30.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049
삼성전자 노트 어시스트 : 바꿔보상편,2024-07-24,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861347H01_1_24-TH-08-077
오비맥주 카스 : 올림픽 시즌 메달존편,2024-07-24,30.0,음료및기호식품,알콜음료,맥주,오비맥주주식회사,레오버넷(주),로켓샐러드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860828H01_1_24-TX-07-065
유엔난민기구 정기후원 : 우크라이나 난민구호편,2024-07-24,60.0,관공서및단체,단체,민간단체,(주)연합뉴스티브이,(주)연합뉴스티브이,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860843H01_1_24-HC-07-086
유엔난민기구 정기후원 : 우크라이나 난민구호편,2024-07-24,60.0,관공서및단체,단체,민간단체,(주)연합뉴스티브이,(주)연합뉴스티브이,,,
농협은행 NH올원뱅크 : 금융상품몰편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861327H01_1_24-TH-08-057
농협은행 NH올원뱅크 : 금융상품몰편,2024-07-24,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861327H01_1_24-TH-08-057
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-24,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
케이티 KT 로밍 : 함께 쓰는 로밍편,2024-07-24,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861102H01_1_24-TH-07-985
케이티 KT 로밍 : 함께 쓰는 로밍편,2024-07-24,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861102H01_1_24-TH-07-985
롯데칠성음료 레몬진 : 여름편,2024-07-24,15.0,음료및기호식품,알콜음료,알콜음료기타,롯데칠성음료(주)주류비지,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860788H01_1_24-TX-07-062
서울특별시의사회 PR : 무릎편,2024-07-24,15.0,관공서및단체,단체,민간단체,서울시의사회,(주)스파이럴미디어,(주)포스트매드맨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860822H01_1_24-TH-07-788
케이씨씨건설 SWItZEN : 한 끼 정도는 함께 하는 사이가 식구입니다편,2024-07-24,60.0,그룹및기업광고,기타광고,기타기업PR,(주)케이씨씨건설,(주)이노션,주식회사 이노션,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860745H01_1_24-TH-07-724
코웨이 리클라이닝 안마베드 : 국내 최초편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860792H01_1_24-TH-07-785
코웨이 리클라이닝 안마베드 : 국내 최초편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,,
코웨이 리클라이닝 안마베드 : 국내 최초편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,,
코웨이 리클라이닝 안마베드 : 국내 최초편,2024-07-24,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,,
